sxt_mm,cn_mm,na_mm,c_mm,kf_mm,azm_mm,ct_mm,cip_mm,te_mm,ax_mm,mem_mm,imp_mm,ctx_mm,amc_mm,fep_mm,fox_mm,caz_mm,cro_mm,pip_mm,ob_mm,edta_mm,afb_mm,mk_mm,atm_mm,blee,ampc,carbapenemasas,departamento,ctxm,tem,oxa,shv,mcr1,cmy,ndm,colistina,ac_nalidixico,cloranfenicol,ciprofloxacina,sulfatrimetoprim,gentamicina,azitromicina,amoxicilina,tetraciclina,cefepime,cefoxitina,meropenem,amoxi_clav,ceftazidima,cefotaxima,cefalotina,imipenem,amikacina,ceftriaxona,piperazilina,R_polimixinas,R_fenicoles,R_quinolonas,R_sulfas,R_aminoglucosidos,R_macrolidos,R_betalactamicos,R_carbapenemicos,R_tetraciclinas,count_grupos,MDR3,MDR5,R2_colistina,R2_cloranfenicol,R2_ciprofloxacina,R2_sulfatrimetoprim,R2_gentamicina,R2_azitromicina,R2_amoxicilina,R2_tetraciclina,R2_cefepime,R2_cefoxitina,R2_meropenem,R2_amoxi_clav,R2_ceftazidima,R2_cefotaxima,R2_cefalotina,R2_ac_nalidixico,R2_imipenem,R2_ceftriaxona,R2_amikacina,R2_piperazilina,count_total_resistencias,gyrA,gyrA_parC,qnr,sp_bioquimica,aztreonam,R2_aztreonam,count_total_resistencias2,kleborate/fastani,id_seq,ST,AAC(3)-IId,AAC(3)-IIe,AAC(3)-VIa,AAC(6')-Ian,AAC(6')-Ib-cr,AAC(6')-Ib7,AAC(6')-Ib9,AAC(6')-Il,ANT(2'')-Ia,ANT(3'')-IIa,APH(3'')-Ib,APH(3')-IIa,APH(3')-Ia,APH(3')-VIa,APH(6)-Id,CMY-59,CTX-M-14,CTX-M-15,CTX-M-2,CTX-M-27,CTX-M-3,CTX-M-55,ErmB,FosA3,FosA5,FosA6,KPC-1,LAP-2,LEN-17,MCR-1,MCR-1.11,NDM-1,OKP-A-2,OKP-B-3,OXA-1,OXA-10,OXA-4,OXY-1-1,OXY-1-2,OXY-1-4,OXY-4-1,OXY-5-1,OXY-6-1,OXY-6-4,PER-1,PER-2,QnrB17,QnrB20,QnrB5,QnrB62,QnrS1,QnrVC1,SAT-1,SHV-101,SHV-106,SHV-11,SHV-110,SHV-134,SHV-182,SHV-187,SHV-26,SHV-27,TEM-1,TEM-104,TEM-141,TEM-150,TEM-176,TLA-1,VEB-9,aadA16,aadA2,aadA5,aphA15,arr-3,catB3,catI,catII,cmlA1,cmlA4,cmlA5,cmlB1,dfrA1,dfrA12,dfrA14,dfrA15,dfrA17,dfrA21,dfrA27,dfrA5,dfrA6,dfrA7,dfrA8,floR,linG,lnuG,mphA,mphB,mphE,msrE,oqxA,oqxB,sul1,sul2,sul3,tet(A),tet(B),tet(C),tet(D),tetM,blaCMY,blaCTXM,blaKPC,blaOXA,blaSHV,blaTEM,mcr,NDM,st2
6,22,22,24,18,30,14,26,6,6,34,32,36,22,36,26,32,34,16,18,10,6,19,36,0,0,0,,0,1,0,0,0,0,0,Sensible,Sensible,Sensible,Intermedio,Resistente,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,0,1,0,0,1,0,1,3,MDR3,No MDR5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,No,No,No,Escherichia coli,Sensible,0,4,ecoli,554,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ST-394
22,20,26,26,22,20,12,30,26,24,32,32,32,28,32,28,30,32,28,22,12,8,14,32,0,0,0,,0,0,0,0,0,0,0,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,0,0,0,0,1,0,0,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No,No,No,Escherichia coli,Sensible,0,1,ecoli,555,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND
10,6,6,24,18,6,12,23,25,6,33,31,34,20,32,28,34,30,12,16,8,6,22,6,0,0,0,,0,1,0,0,0,0,0,Intermedio,Resistente,Sensible,Intermedio,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,1,1,1,1,1,0,0,5,MDR3,MDR5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,No,Sí,No,Escherichia coli,Resistente,1,7,ecoli,556,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-10
6,20,6,26,6,6,13,26,6,6,31,30,24,20,34,26,26,24,8,14,22,6,22,32,0,0,0,,0,0,0,0,0,0,0,Intermedio,Resistente,Sensible,Intermedio,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Resistente,Sensible,Sensible,Sensible,Resistente,0,0,1,1,0,1,1,0,1,5,MDR3,MDR5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,7,No,Sí,No,Escherichia coli,Sensible,0,7,ecoli,558,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-1972
28,20,24,23,19,18,12,32,26,23,33,32,32,20,34,22,30,32,26,15,14,6,24,35,0,0,0,,0,0,0,0,0,0,0,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,0,0,0,0,0,0,0,0,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Escherichia coli,Sensible,0,0,ecoli,559,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-1972
6,6,6,6,6,20,12,31,6,6,36,31,10,20,20,28,14,6,10,12,22,6,24,18,1,0,0,,1,1,0,0,0,0,0,Intermedio,Resistente,Resistente,Sensible,Resistente,Resistente,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,1,1,0,1,0,1,6,MDR3,MDR5,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,11,Sí,No,No,Escherichia coli,Intermedio,0,10,ecoli,560,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-88
36,20,17,23,20,6,14,28,29,6,36,34,36,25,38,30,36,36,16,20,12,6,21,32,0,0,0,,0,1,0,0,0,0,0,Sensible,Intermedio,Sensible,Intermedio,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,0,0,0,1,1,0,0,2,No MDR3,No MDR5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,No,No,No,Escherichia coli,Sensible,0,3,ecoli,561,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-2617
31,24,6,24,22,12,14,6,21,6,36,34,36,16,34,28,36,35,15,6,6,6,21,34,0,0,0,,1,0,1,0,0,0,0,Sensible,Resistente,Sensible,Resistente,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,1,0,0,1,1,0,0,3,MDR3,No MDR5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,No,No,Sí,Klebsiella,Sensible,0,5,Klebsiella grimontii,562,ND,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ND
32,23,20,28,24,22,13,32,31,30,38,36,35,26,40,32,20,33,33,22,18,6,25,36,0,0,0,,0,0,1,0,0,0,0,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,0,0,0,0,0,0,0,0,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Escherichia coli,Sensible,0,0,ecoli,563,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-10
6,21,8,25,24,10,12,28,25,28,30,28,35,26,17,28,30,33,28,18,18,6,20,18,0,0,0,,0,0,0,0,0,0,0,Intermedio,Resistente,Sensible,Intermedio,Resistente,Sensible,Resistente,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,1,1,0,1,1,0,0,4,MDR3,No MDR5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,No,Sí,No,Escherichia coli,Intermedio,0,4,ecoli,564,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-3873
28,20,24,19,19,16,13,30,28,22,30,29,30,24,32,22,30,32,28,17,12,7,22,30,0,0,0,,0,0,0,0,0,0,0,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,0,0,0,0,0,0,0,0,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Escherichia coli,Sensible,0,0,ecoli,565,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-101
6,6,6,27,6,15,12,6,9,6,28,28,6,20,10,25,12,6,6,6,14,6,17,9,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,1,0,1,0,1,5,MDR3,MDR5,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,13,No,No,Sí,Escherichia coli,Resistente,1,13,ecoli,566,131,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,ST-131
24,25,9,6,6,22,12,29,6,6,30,27,6,21,19,26,23,6,6,10,16,6,23,18,1,0,0,,,,,,,,,Intermedio,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,0,0,0,1,0,1,4,MDR3,No MDR5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,8,No,Sí,No,Escherichia coli,Intermedio,0,8,ecoli,568,117,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ST-117
10,21,6,25,21,6,12,32,27,6,30,27,35,30,34,30,30,32,13,20,14,6,23,34,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Sensible,Resistente,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,1,1,0,1,1,0,0,4,MDR3,No MDR5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,Sí,No,No,Escherichia coli,Sensible,0,5,ecoli,569,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ND
6,25,10,27,15,6,13,30,6,6,33,29,35,18,33,26,32,30,6,15,18,6,25,35,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,0,0,1,1,0,1,1,0,1,5,MDR3,MDR5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,6,No,Sí,No,Klebsiella,Sensible,0,6,ecoli,570,ND,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,ND
6,22,6,27,16,13,13,6,27,20,30,29,31,25,31,26,26,30,20,14,16,6,18,32,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Intermedio,0,0,1,1,0,0,0,0,0,2,No MDR3,No MDR5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,No,No,Sí,Escherichia coli,Sensible,0,3,Klebsiella pneumoniae,571,ST667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,ST-ST667
18,26,10,6,6,18,14,24,21,6,30,28,12,31,15,19,19,6,6,6,12,6,25,13,1,0,0,,,,,,,,,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,0,0,0,1,0,0,3,MDR3,No MDR5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,9,No,Sí,No,Escherichia coli,Resistente,1,9,ecoli,572,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-1193
30,25,6,27,19,19,13,9,28,24,31,29,35,30,34,26,30,30,25,24,16,6,22,35,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,1,0,0,0,0,0,0,1,No MDR3,No MDR5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,No,No,Sí,Escherichia coli,Sensible,0,2,ecoli,573,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-1193
28,26,6,25,20,14,12,28,26,24,31,30,22,30,25,26,18,24,25,20,16,6,22,6,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,1,0,0,0,1,0,0,2,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,No,Sí,No,Escherichia coli,Resistente,1,3,ecoli,574,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-101
22,8,6,6,6,10,12,15,11,6,33,29,12,32,21,29,24,6,6,6,16,6,22,22,1,0,0,,,,,,,,,Intermedio,Resistente,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,0,1,1,1,0,1,6,MDR3,MDR5,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Escherichia coli,Sensible,0,11,ecoli,576,162,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,ST-162
6,25,6,26,6,6,12,6,6,6,30,25,12,15,17,23,20,6,6,6,18,6,21,18,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Intermedio,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,0,1,1,0,1,5,MDR3,MDR5,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Klebsiella,Intermedio,0,11,Klebsiella pneumoniae,579,ST15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,ST-ST15
25,16,6,24,6,17,13,6,16,6,29,26,6,16,6,21,8,6,6,6,22,6,20,6,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,Sensible,Resistente,Sensible,Sensible,Intermedio,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,0,0,0,1,0,0,2,No MDR3,No MDR5,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,10,No,No,Sí,Escherichia coli,Resistente,1,10,ecoli,580,131,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ST-131
28,25,6,26,17,20,12,6,25,6,32,27,31,118,28,22,29,32,6,6,18,6,19,33,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,0,0,1,0,0,0,1,0,0,2,No MDR3,No MDR5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,No,No,Sí,Escherichia coli,Sensible,0,4,ecoli,581,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ST-131
6,24,10,6,6,6,10,13,8,6,28,25,6,15,11,20,17,6,6,6,121,6,24,6,1,0,0,,,,,,,,,Resistente,Resistente,Resistente,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Intermedio,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,1,1,1,1,0,1,1,0,1,7,MDR3,MDR5,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,15,No,No,Sí,Klebsiella,Resistente,1,15,Klebsiella quasipneumoniae subsp. similipneumoniae,582,ST1344-2LV,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-ST1344-2LV
